dep_code;year;n_doctors;doctor_density_per_100k;pop_jan1;density_check;rel_diff_pct
52;2021;422;246.720000;171042;246.723027;0.001227
53;2012;619;201.330000;307453;201.331586;0.000788
53;2013;617;200.650000;307500;200.650407;0.000203
53;2014;625;203.270000;307471;203.271203;0.000592
53;2015;625;202.960000;307940;202.961616;0.000796
53;2016;612;198.900000;307688;198.902785;0.001400
53;2017;617;200.690000;307445;200.686302;-0.001843
53;2018;629;204.830000;307084;204.829949;-0.000025
53;2019;612;199.310000;307062;199.308283;-0.000861
53;2020;605;197.370000;306538;197.365416;-0.002322
53;2021;607;198.410000;305933;198.409456;-0.000274
54;2012;2937;400.540000;733266;400.536777;-0.000805
54;2013;2954;404.100000;731004;404.101756;0.000435
54;2014;2937;401.150000;732153;401.145662;-0.001081
54;2015;2964;403.590000;734403;403.593123;0.000774
54;2016;2952;402.280000;733821;402.277940;-0.000512
54;2017;2943;401.240000;733481;401.237387;-0.000651
54;2018;2907;396.340000;733469;396.335769;-0.001068
54;2019;2893;394.270000;733760;394.270606;0.000154
54;2020;2921;398.720000;732590;398.722341;0.000587
54;2021;2973;405.880000;732486;405.878065;-0.000477
55;2012;420;217.840000;192800;217.842324;0.001067
55;2013;430;223.850000;192094;223.848741;-0.000563
55;2014;435;227.120000;191530;227.118467;-0.000675
55;2015;432;226.620000;190626;226.621762;0.000778
55;2016;443;234.320000;189055;234.323345;0.001428
55;2017;434;231.850000;187187;231.853708;0.001599
55;2018;419;226.050000;185355;226.052710;0.001199
55;2019;411;223.270000;184083;223.268852;-0.000514
55;2020;400;218.580000;183001;218.578041;-0.000896
55;2021;404;222.080000;181919;222.076858;-0.001415
56;2012;2090;285.370000;732372;285.374100;0.001437
56;2013;2117;286.940000;737778;286.942685;0.000936
56;2014;2145;289.450000;741051;289.453762;0.001300
56;2015;2183;293.090000;744813;293.093703;0.001263
56;2016;2200;294.300000;747548;294.295483;-0.001535
56;2017;2272;302.590000;750863;302.585159;-0.001600
56;2018;2289;303.230000;754867;303.232225;0.000734
56;2019;2321;305.520000;759684;305.521770;0.000579
56;2020;2360;308.840000;764161;308.835442;-0.001476
56;2021;2416;314.300000;768687;314.302180;0.000694
57;2012;2793;266.900000;1046468;266.897793;-0.000827
57;2013;2776;265.170000;1046873;265.170656;0.000247
57;2014;2766;264.650000;1045154;264.649994;-0.000002
57;2015;2818;269.800000;1044486;269.797776;-0.000824
57;2016;2780;265.960000;1045271;265.959737;-0.000099
57;2017;2822;270.430000;1043522;270.430331;0.000122
57;2018;2801;268.420000;1043524;268.417401;-0.000968
57;2019;2785;266.110000;1046543;266.114245;0.001595
57;2020;2780;264.980000;1049155;264.975147;-0.001832
57;2021;2759;262.780000;1049942;262.776420;-0.001362
58;2012;527;243.100000;216786;243.096879;-0.001284
58;2013;522;242.540000;215221;242.541388;0.000572
58;2014;516;241.610000;213569;241.608099;-0.000787
58;2015;522;246.520000;211747;246.520612;0.000248
58;2016;502;240.010000;209161;240.006502;-0.001457
58;2017;489;236.020000;207182;236.024365;0.001849
58;2018;480;233.200000;205828;233.204423;0.001897
58;2019;477;233.310000;204452;233.306595;-0.001459
58;2020;465;229.440000;202670;229.437016;-0.001301
58;2021;459;226.760000;202417;226.759610;-0.000172
59;2012;8534;329.860000;2587128;329.863849;0.001167
59;2013;8672;334.110000;2595536;334.112106;0.000630
59;2014;8805;338.200000;2603472;338.202216;0.000655
59;2015;8963;344.040000;2605238;344.037666;-0.000679
59;2016;9025;346.620000;2603723;346.619053;-0.000273
59;2017;9101;349.450000;2604361;349.452322;0.000665
59;2018;9160;351.460000;2606234;351.464987;0.001419
59;2019;9150;350.800000;2608346;350.797018;-0.000850
59;2020;9285;356.050000;2607746;356.054616;0.001296
59;2021;9308;356.450000;2611293;356.451765;0.000495
60;2012;1818;224.360000;810300;224.361348;0.000601
60;2013;1810;221.980000;815400;221.976944;-0.001377
60;2014;1791;218.770000;818680;218.766795;-0.001465
60;2015;1815;220.920000;821552;220.923326;0.001505
60;2016;1833;222.580000;823542;222.575169;-0.002170
60;2017;1827;221.590000;824503;221.588035;-0.000887
60;2018;1788;216.160000;827153;216.163152;0.001458
60;2019;1768;213.160000;829419;213.161261;0.000592
60;2020;1751;211.040000;829699;211.040389;0.000184
60;2021;1727;208.360000;828838;208.363999;0.001919
61;2012;664;228.950000;290015;228.953675;0.001605
61;2013;657;227.460000;288848;227.455271;-0.002079
61;2014;678;235.620000;287750;235.621199;0.000509
61;2015;688;240.040000;286618;240.040751;0.000313
61;2016;692;242.540000;285308;242.544899;0.002020
61;2017;697;245.970000;283372;245.966433;-0.001450
61;2018;688;244.320000;281593;244.324255;0.001742
61;2019;651;232.550000;279942;232.548171;-0.000787
61;2020;638;229.100000;278475;229.104947;0.002159
61;2021;645;232.870000;276973;232.874685;0.002012
62;2012;3703;253.000000;1463628;253.001446;0.000571
62;2013;3722;254.030000;1465205;254.025887;-0.001619
62;2014;3712;252.070000;1472589;252.073050;0.001210
62;2015;3794;257.630000;1472648;257.631152;0.000447
62;2016;3767;256.130000;1470725;256.132180;0.000851
62;2017;3766;256.540000;1468018;256.536364;-0.001417
62;2018;3773;257.240000;1466743;257.236612;-0.001317
62;2019;3746;255.650000;1465278;255.651146;0.000448
62;2020;3769;257.770000;1462167;257.768094;-0.000740
62;2021;3742;256.050000;1461441;256.048653;-0.000526
63;2012;2263;354.650000;638092;354.651053;0.000297
63;2013;2265;353.350000;640999;353.354685;0.001326
63;2014;2303;357.490000;644216;357.488793;-0.000338
63;2015;2311;356.910000;647501;356.910646;0.000181
63;2016;2347;360.690000;650700;360.688489;-0.000419
63;2017;2344;358.550000;653742;358.551233;0.000344
63;2018;2363;358.550000;659048;358.547481;-0.000703
63;2019;2394;361.550000;662152;361.548406;-0.000441
63;2020;2439;368.510000;661852;368.511389;0.000377
63;2021;2460;371.440000;662285;371.441298;0.000349
64;2012;2428;367.390000;660871;367.393939;0.001072
64;2013;2465;371.200000;664057;371.203074;0.000828
64;2014;2488;372.870000;667249;372.874294;0.001152
64;2015;2452;365.950000;670032;365.952671;0.000730
64;2016;2513;372.860000;673986;372.856409;-0.000963
64;2017;2527;373.090000;677309;373.094112;0.001102
64;2018;2585;380.250000;679810;380.253306;0.000869
64;2019;2633;385.720000;682621;385.719162;-0.000217
64;2020;2677;389.530000;687240;389.529131;-0.000223
64;2021;2777;400.710000;693027;400.705889;-0.001026
65;2012;809;353.500000;228854;353.500485;0.000137
65;2013;840;367.020000;228868;367.023787;0.001032
65;2014;826;360.780000;228950;360.777462;-0.000703
65;2015;813;355.670000;228582;355.671050;0.000295
65;2016;808;354.650000;227829;354.651954;0.000551
65;2017;795;347.880000;228530;347.875552;-0.001278
65;2018;788;343.820000;229191;343.818038;-0.000571
65;2019;783;341.080000;229567;341.076897;-0.000910
65;2020;786;342.050000;229788;342.054415;0.001291
65;2021;790;342.060000;230956;342.056496;-0.001024
66;2012;1548;338.140000;457793;338.144096;0.001211
66;2013;1563;337.800000;462705;337.796220;-0.001119
66;2014;1589;340.750000;466327;340.748016;-0.000582
66;2015;1607;341.160000;471038;341.161435;0.000421
66;2016;1644;346.570000;474369;346.565648;-0.001256
66;2017;1623;342.080000;474452;342.078862;-0.000333
66;2018;1628;341.760000;476357;341.760486;0.000142
66;2019;1606;334.600000;479979;334.597972;-0.000606
66;2020;1725;357.320000;482765;357.316707;-0.000922
66;2021;1637;335.930000;487307;335.927865;-0.000636
67;2012;4218;381.830000;1104667;381.834526;0.001185
67;2013;4258;383.790000;1109460;383.790312;0.000081
67;2014;4317;387.940000;1112815;387.935102;-0.001263
67;2015;4370;391.350000;1116658;391.346321;-0.000940
67;2016;4441;396.020000;1121407;396.020357;0.000090
67;2017;4469;397.050000;1125559;397.047156;-0.000716
67;2018;4506;397.510000;1133552;397.511539;0.000387
67;2019;4549;399.020000;1140057;399.015137;-0.001219
67;2020;4578;398.760000;1148073;398.755131;-0.001221
67;2021;4639;402.460000;1152662;402.459698;-0.000075
68;2012;2235;295.950000;755202;295.947309;-0.000909
68;2013;2224;293.120000;758723;293.124105;0.001400
68;2014;2212;291.000000;760134;291.001323;0.000455
68;2015;2247;294.650000;762607;294.647177;-0.000958
68;2016;2276;298.400000;762743;298.396708;-0.001103
68;2017;2286;299.200000;764030;299.202911;0.000973
68;2018;2289;299.220000;764981;299.223118;0.001042
68;2019;2318;302.180000;767086;302.182545;0.000842
68;2020;2343;305.140000;767842;305.140901;0.000295
68;2021;2347;305.960000;767083;305.964283;0.001400
69;2012;7595;430.830000;1762866;430.832519;0.000585
69;2013;7615;427.850000;1779845;427.846245;-0.000878
69;2014;7766;430.990000;1801885;430.993099;0.000719
69;2015;7802;428.210000;1821995;428.211933;0.000451
69;2016;8030;437.390000;1835903;437.386943;-0.000699
69;2017;8102;439.530000;1843319;439.533255;0.000741
69;2018;8274;444.950000;1859524;444.952579;0.000580
69;2019;8344;444.840000;1875747;444.836111;-0.000874
69;2020;8515;452.100000;1883437;452.099008;-0.000219
69;2021;8553;451.660000;1893692;451.657397;-0.000576
70;2012;560;233.580000;239750;233.576642;-0.001437
70;2013;566;236.860000;238956;236.863690;0.001558
70;2014;557;233.690000;238347;233.692893;0.001238
70;2015;563;236.850000;237706;236.847198;-0.001183
70;2016;555;233.940000;237242;233.938341;-0.000709
70;2017;536;226.490000;236659;226.486210;-0.001673
70;2018;551;233.460000;236018;233.456770;-0.001383
70;2019;544;231.180000;235313;231.181448;0.000626
70;2020;543;231.460000;234601;231.456814;-0.001377
70;2021;539;230.050000;234296;230.050876;0.000381
71;2012;1403;252.780000;555039;252.775030;-0.001966
71;2013;1423;255.830000;556222;255.833103;0.001213
71;2014;1444;259.810000;555788;259.811295;0.000498
71;2015;1431;257.650000;555408;257.648431;-0.000609
71;2016;1443;259.990000;555023;259.989226;-0.000298
71;2017;1445;261.020000;553595;261.021144;0.000438
71;2018;1438;260.420000;552185;260.419968;-0.000012
71;2019;1435;260.200000;551493;260.202759;0.001060
71;2020;1470;266.760000;551063;266.757158;-0.001065
71;2021;1472;267.980000;549288;267.983280;0.001224
72;2012;1285;226.480000;567382;226.478810;-0.000526
72;2013;1311;230.390000;569035;230.390046;0.000020
72;2014;1323;232.610000;568760;232.611295;0.000557
72;2015;1342;236.080000;568445;236.082647;0.001121
72;2016;1321;232.750000;567561;232.750312;0.000134
72;2017;1326;234.070000;566506;234.066365;-0.001553
72;2018;1307;230.930000;565963;230.933824;0.001656
72;2019;1316;232.340000;566412;232.339710;-0.000125
72;2020;1308;230.690000;566993;230.690679;0.000294
72;2021;1297;229.130000;566058;229.128464;-0.000670
73;2012;1390;330.080000;421105;330.083946;0.001195
73;2013;1417;334.420000;423715;334.422902;0.000868
73;2014;1456;341.040000;426924;341.044308;0.001263
73;2015;1496;349.370000;428204;349.366190;-0.001091
73;2016;1522;354.220000;429681;354.216267;-0.001054
73;2017;1543;357.860000;431174;357.860168;0.000047
73;2018;1583;364.980000;433724;364.978650;-0.000370
73;2019;1619;370.960000;436434;370.961016;0.000274
73;2020;1645;374.080000;439750;374.076180;-0.001021
73;2021;1698;383.760000;442468;383.756565;-0.000895
74;2012;2192;289.760000;756501;289.755070;-0.001702
74;2013;2229;289.600000;769677;289.602002;0.000691
74;2014;2285;291.780000;783127;291.778983;-0.000348
74;2015;2329;293.350000;793938;293.347843;-0.000735
74;2016;2371;295.850000;801416;295.851343;0.000454
74;2017;2429;300.860000;807360;300.857115;-0.000959
74;2018;2469;302.310000;816699;302.314561;0.001509
74;2019;2485;300.810000;826094;300.813225;0.001072
74;2020;2539;304.000000;835206;303.996858;-0.001033
74;2021;2618;311.120000;841482;311.117766;-0.000718
75;2012;17909;799.290000;2240621;799.287340;-0.000333
75;2013;17956;805.340000;2229621;805.338665;-0.000166
75;2014;18119;816.010000;2220445;816.007602;-0.000294
75;2015;18219;825.700000;2206488;825.701295;0.000157
75;2016;18268;834.030000;2190327;834.030718;0.000086
75;2017;18731;856.260000;2187526;856.264108;0.000480
75;2018;18875;867.580000;2175601;867.576362;-0.000419
75;2019;18756;866.160000;2165423;866.158714;-0.000149
75;2020;18988;884.850000;2145906;884.847705;-0.000259
75;2021;19073;894.140000;2133111;894.140061;0.000007
76;2012;3955;315.410000;1253931;315.408105;-0.000601
76;2013;3978;317.070000;1254609;317.070896;0.000283
76;2014;4007;318.540000;1257920;318.541720;0.000540
76;2015;4031;320.510000;1257699;320.505940;-0.001267
76;2016;4063;323.550000;1255755;323.550374;0.000116
76;2017;4072;324.620000;1254378;324.623040;0.000937
76;2018;4076;324.550000;1255883;324.552526;0.000778
76;2019;4066;323.820000;1255633;323.820734;0.000227
76;2020;4074;324.690000;1254739;324.689039;-0.000296
76;2021;4099;326.370000;1255918;326.374811;0.001474
77;2012;3035;224.160000;1353946;224.159605;-0.000176
77;2013;3024;221.510000;1365200;221.506006;-0.001803
77;2014;3020;219.180000;1377846;219.182695;0.001230
77;2015;3019;217.180000;1390121;217.175339;-0.002146
77;2016;3049;218.150000;1397665;218.149557;-0.000203
77;2017;2976;211.970000;1403997;211.966265;-0.001762
77;2018;2933;207.640000;1412516;207.643666;0.001765
77;2019;2895;203.700000;1421197;203.701528;0.000750
77;2020;2892;202.430000;1428636;202.430850;0.000420
77;2021;2857;198.660000;1438100;198.664905;0.002469
78;2012;4413;312.460000;1412356;312.456633;-0.001078
78;2013;4319;304.480000;1418484;304.479994;-0.000002
78;2014;4297;302.250000;1421670;302.250171;0.000056
78;2015;4196;293.980000;1427291;293.983497;0.001190
78;2016;4156;290.260000;1431808;290.262382;0.000820
78;2017;4103;285.270000;1438266;285.274073;0.001428
78;2018;4061;281.740000;1441398;281.740366;0.000130
78;2019;4055;280.000000;1448207;280.001409;0.000503
78;2020;4034;278.260000;1449723;278.260054;0.000019
78;2021;3996;274.380000;1456365;274.381766;0.000643
79;2012;878;236.290000;371583;236.286375;-0.001534
79;2013;884;237.870000;371632;237.869721;-0.000117
79;2014;881;235.840000;373553;235.843374;0.001431
79;2015;874;233.420000;374435;233.418350;-0.000707
79;2016;887;236.700000;374743;236.695549;-0.001881
79;2017;878;234.540000;374351;234.539243;-0.000323
79;2018;870;232.120000;374799;232.124419;0.001904
79;2019;869;231.810000;374878;231.808748;-0.000540
79;2020;865;230.990000;374481;230.986352;-0.001579
79;2021;851;227.180000;374587;227.183538;0.001557
80;2012;1795;314.280000;571154;314.276010;-0.001270
80;2013;1859;325.180000;571675;325.184764;0.001465
80;2014;1922;336.230000;571632;336.230302;0.000090
80;2015;1950;340.980000;571879;340.981222;0.000358
80;2016;1968;343.610000;572744;343.609012;-0.000288
80;2017;1993;348.160000;572443;348.156934;-0.000881
80;2018;2027;355.200000;570662;355.201503;0.000423
80;2019;2059;360.870000;570559;360.874160;0.001153
80;2020;2066;363.250000;568748;363.254025;0.001108
80;2021;2066;364.860000;566252;364.855223;-0.001309
81;2012;1169;308.490000;378947;308.486411;-0.001163
81;2013;1165;305.030000;381927;305.032113;0.000693
81;2014;1144;297.550000;384474;297.549379;-0.000209
81;2015;1142;295.440000;386543;295.439317;-0.000231
81;2016;1150;297.580000;386448;297.582081;0.000699
81;2017;1149;296.220000;387890;296.218000;-0.000675
81;2018;1176;302.630000;388596;302.627922;-0.000687
81;2019;1157;296.790000;389844;296.785381;-0.001556
81;2020;1151;294.320000;391066;294.323720;0.001264
81;2021;1162;295.240000;393572;295.244580;0.001551
82;2012;629;254.690000;246971;254.685773;-0.001660
82;2013;638;254.850000;250342;254.851363;0.000535
82;2014;653;258.530000;252578;258.533997;0.001546
82;2015;656;256.980000;255274;256.978776;-0.000476
82;2016;681;265.090000;256897;265.086786;-0.001213
82;2017;680;263.210000;258349;263.209844;-0.000059
82;2018;669;258.180000;259124;258.177552;-0.000948
82;2019;660;253.190000;260669;253.194664;0.001842
82;2020;676;257.700000;262316;257.704448;0.001726
82;2021;668;253.630000;263377;253.628829;-0.000462
83;2012;3439;336.610000;1021669;336.606083;-0.001164
83;2013;3472;337.550000;1028583;337.551758;0.000521
83;2014;3533;340.300000;1038212;340.296587;-0.001003
83;2015;3488;332.620000;1048652;332.617494;-0.000754
83;2016;3511;332.540000;1055821;332.537428;-0.000773
83;2017;3530;333.420000;1058740;333.415192;-0.001442
83;2018;3564;333.800000;1067697;333.802568;0.000769
83;2019;3579;332.400000;1076711;332.401174;0.000353
83;2020;3576;329.530000;1085189;329.527852;-0.000652
83;2021;3563;325.290000;1095337;325.288016;-0.000610
84;2012;1847;338.080000;546314;338.083959;0.001171
84;2013;1850;336.390000;549949;336.394829;0.001436
84;2014;1859;335.330000;554374;335.333187;0.000950
84;2015;1838;329.660000;557548;329.657716;-0.000693
84;2016;1848;330.580000;559014;330.582061;0.000623
84;2017;1853;331.200000;559479;331.200992;0.000300
84;2018;1851;330.660000;559793;330.657940;-0.000623
84;2019;1822;324.510000;561469;324.505894;-0.001265
84;2020;1819;323.700000;561941;323.699463;-0.000166
84;2021;1805;319.710000;564566;319.714613;0.001443
85;2012;1405;216.520000;648901;216.519931;-0.000032
85;2013;1430;218.150000;655506;218.152084;0.000955
85;2014;1455;219.750000;662122;219.748022;-0.000900
85;2015;1455;218.230000;666714;218.234505;0.002064
85;2016;1455;216.970000;670597;216.970848;0.000391
85;2017;1477;218.730000;675247;218.734774;0.002183
85;2018;1526;224.410000;679991;224.414735;0.002110
85;2019;1555;226.860000;685442;226.860916;0.000404
85;2020;1582;228.380000;692705;228.380046;0.000020
85;2021;1557;222.600000;699459;222.600610;0.000274
86;2012;1451;337.430000;430018;337.427736;-0.000671
86;2013;1464;339.480000;431248;339.479835;-0.000049
86;2014;1495;345.100000;433203;345.103797;0.001100
86;2015;1492;343.080000;434887;343.077627;-0.000692
86;2016;1516;347.650000;436069;347.651404;0.000404
86;2017;1538;352.040000;436876;352.044974;0.001413
86;2018;1541;352.160000;437586;352.159347;-0.000185
86;2019;1550;353.530000;438435;353.530170;0.000048
86;2020;1584;360.550000;439332;360.547376;-0.000728
86;2021;1554;353.680000;439385;353.676161;-0.001085
87;2012;1488;395.880000;375869;395.882608;0.000659
87;2013;1491;396.690000;375856;396.694479;0.001129
87;2014;1496;397.660000;376199;397.661876;0.000472
87;2015;1481;394.100000;375795;394.097846;-0.000547
87;2016;1469;391.760000;374978;391.756316;-0.000940
87;2017;1479;395.000000;374426;395.004620;0.001170
87;2018;1490;399.250000;373199;399.250802;0.000201
87;2019;1467;393.970000;372359;393.974632;0.001176
87;2020;1488;399.870000;372123;399.867786;-0.000554
87;2021;1437;386.610000;371691;386.611460;0.000378
88;2012;936;248.090000;377282;248.090288;0.000116
88;2013;946;252.110000;375226;252.114726;0.001874
88;2014;953;255.110000;373560;255.112967;0.001163
88;2015;943;253.480000;372016;253.483721;0.001468
88;2016;950;257.010000;369641;257.006122;-0.001509
88;2017;922;250.770000;367673;250.766306;-0.001473
88;2018;945;258.120000;366112;258.117734;-0.000878
88;2019;916;251.300000;364499;251.303844;0.001530
88;2020;923;254.690000;362397;254.693058;0.001201
88;2021;882;244.540000;360673;244.542841;0.001162
89;2012;817;238.960000;341902;238.957362;-0.001104
89;2013;827;242.180000;341483;242.178966;-0.000427
89;2014;819;239.600000;341814;239.603995;0.001667
89;2015;800;234.670000;340903;234.670859;0.000366
89;2016;784;230.220000;340544;230.219883;-0.000051
89;2017;781;230.870000;338291;230.866325;-0.001592
89;2018;763;226.070000;337504;226.071395;0.000617
89;2019;736;219.240000;335707;219.238801;-0.000547
89;2020;739;221.150000;334156;221.154191;0.001895
89;2021;734;220.170000;333385;220.165874;-0.001874
90;2012;406;282.060000;143940;282.061970;0.000699
90;2013;403;279.240000;144318;279.244446;0.001592
90;2014;401;277.830000;144334;277.827816;-0.000786
90;2015;416;287.920000;144483;287.923147;0.001093
90;2016;428;297.040000;144089;297.038636;-0.000459
90;2017;442;309.910000;142622;309.910112;0.000036
90;2018;487;343.320000;141852;343.315568;-0.001291
90;2019;472;334.000000;141318;333.998500;-0.000449
90;2020;510;363.970000;140120;363.973737;0.001027
90;2021;502;359.460000;139654;359.459808;-0.000053
91;2012;3322;268.440000;1237507;268.442926;0.001090
91;2013;3339;266.280000;1253931;266.282594;0.000974
91;2014;3349;264.070000;1268228;264.069237;-0.000289
91;2015;3331;261.000000;1276233;261.002497;0.000957
91;2016;3299;256.270000;1287330;256.266847;-0.001230
91;2017;3233;249.430000;1296130;249.434856;0.001947
91;2018;3218;248.180000;1296641;248.179720;-0.000113
91;2019;3171;243.610000;1301659;243.612190;0.000899
91;2020;3156;241.630000;1306118;241.632073;0.000858
91;2021;3171;241.370000;1313768;241.366817;-0.001319
92;2012;6445;406.260000;1586434;406.257052;-0.000726
92;2013;6587;413.910000;1591403;413.911498;0.000362
92;2014;6657;416.640000;1597770;416.643196;0.000767
92;2015;6604;412.350000;1601569;412.345644;-0.001056
92;2016;6662;415.530000;1603268;415.526288;-0.000893
92;2017;6589;409.430000;1609306;409.431146;0.000280
92;2018;6552;404.660000;1619120;404.664262;0.001053
92;2019;6547;403.050000;1624357;403.051792;0.000445
92;2020;6516;400.690000;1626213;400.685519;-0.001118
92;2021;6430;393.200000;1635291;393.202188;0.000557
93;2012;4265;277.180000;1538726;277.177353;-0.000955
93;2013;4307;277.430000;1552482;277.426727;-0.001180
93;2014;4304;273.960000;1571028;273.960744;0.000272
93;2015;4333;272.060000;1592663;272.060065;0.000024
93;2016;4353;270.930000;1606660;270.934734;0.001747
93;2017;4339;267.330000;1623111;267.326141;-0.001444
93;2018;4272;261.660000;1632677;261.656163;-0.001466
93;2019;4224;256.790000;1644903;256.793258;0.001269
93;2020;4167;251.720000;1655422;251.718293;-0.000678
93;2021;4095;245.410000;1668670;245.405023;-0.002028
94;2012;4814;358.760000;1341831;358.763510;0.000978
94;2013;4882;360.560000;1354005;360.559968;-0.000009
94;2014;5008;366.880000;1365039;366.875965;-0.001100
94;2015;5118;372.930000;1372389;372.926335;-0.000983
94;2016;5210;378.040000;1378151;378.042754;0.000729
94;2017;5332;384.170000;1387926;384.170338;0.000088
94;2018;5383;385.350000;1396913;385.349696;-0.000079
94;2019;5350;380.210000;1407124;380.208141;-0.000489
94;2020;5302;376.570000;1407972;376.569989;-0.000003
94;2021;5319;375.800000;1415367;375.803590;0.000955
95;2012;3108;261.820000;1187081;261.818696;-0.000498
95;2013;3131;262.080000;1194681;262.078329;-0.000638
95;2014;3107;257.730000;1205539;257.727042;-0.001148
95;2015;3110;255.880000;1215390;255.884942;0.001931
95;2016;3104;254.030000;1221923;254.025827;-0.001643
95;2017;3069;249.790000;1228618;249.792857;0.001144
95;2018;3042;245.600000;1238581;245.603638;0.001481
95;2019;2996;239.740000;1249674;239.742525;0.001053
95;2020;2927;233.820000;1251804;233.822547;0.001089
95;2021;2908;231.420000;1256607;231.416823;-0.001373
