column_name;total_non_null;years_with_data;n_years
OPR4PBEN18_DISP;96;[2018];1
OPR4PCHO18_DEC;96;[2018];1
OPR4PCHO18_DISP;96;[2018];1
OPR4PIMPOT18;96;[2018];1
OPR4PPAT18;96;[2018];1
OPR4PPEN18_DEC;96;[2018];1
OPR4PPEN18_DISP;96;[2018];1
OPR4PPFAM18;96;[2018];1
OPR4PPLOGT18;96;[2018];1
OPR4PPMINI18;96;[2018];1
OPR4PPSOC18;96;[2018];1
OPR4PTSA18_DEC;96;[2018];1
OPR4PTSA18_DISP;96;[2018];1
OPR4Q118_DEC;96;[2018];1
OPR4Q118_DISP;96;[2018];1
OPR4Q218_DEC;96;[2018];1
OPR4Q218_DISP;96;[2018];1
OPR4Q318_DEC;96;[2018];1
OPR4Q318_DISP;96;[2018];1
OPR4Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
OPR4Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
OPR4RD_DEC;384;[2018, 2019, 2020, 2021];4
OPR4RD_DISP;384;[2018, 2019, 2020, 2021];4
OPR4S80S2018_DEC;96;[2018];1
OPR4S80S2018_DISP;96;[2018];1
OPR4TP4018_PAU_DEC;96;[2018];1
OPR4TP4018_PAU_DISP;96;[2018];1
OPR4TP5018_PAU_DEC;96;[2018];1
OPR4TP5018_PAU_DISP;96;[2018];1
OPR4TP6018_PAU_DEC;96;[2018];1
OPR4TP6018_PAU_DISP;96;[2018];1
OPR4TP60IP18_PAU_DEC;96;[2018];1
OPR4TP60IP18_PAU_DISP;96;[2018];1
OPR4TP60Q218_PAU_DEC;96;[2018];1
OPR4TP60Q218_PAU_DISP;96;[2018];1
OPR5D118_DEC;96;[2018];1
OPR5D118_DISP;96;[2018];1
OPR5D218_DEC;96;[2018];1
OPR5D218_DISP;96;[2018];1
OPR5D318_DEC;96;[2018];1
OPR5D318_DISP;96;[2018];1
OPR5D418_DEC;96;[2018];1
OPR5D418_DISP;96;[2018];1
OPR5D618_DEC;96;[2018];1
OPR5D618_DISP;96;[2018];1
OPR5D718_DEC;96;[2018];1
OPR5D718_DISP;96;[2018];1
OPR5D818_DEC;96;[2018];1
OPR5D818_DISP;96;[2018];1
OPR5D918_DEC;96;[2018];1
OPR5D918_DISP;96;[2018];1
OPR5GI18_DEC;96;[2018];1
OPR5GI18_DISP;96;[2018];1
OPR5PACT18_DEC;96;[2018];1
OPR5PACT18_DISP;96;[2018];1
OPR5PAUT18;96;[2018];1
OPR5PBEN18_DEC;96;[2018];1
OPR5PBEN18_DISP;96;[2018];1
OPR5PCHO18_DEC;96;[2018];1
OPR5PCHO18_DISP;96;[2018];1
OPR5PIMPOT18;96;[2018];1
OPR5PPAT18;96;[2018];1
OPR5PPEN18_DEC;96;[2018];1
OPR5PPEN18_DISP;96;[2018];1
OPR5PPFAM18;96;[2018];1
OPR5PPLOGT18;96;[2018];1
OPR5PPMINI18;96;[2018];1
OPR5PPSOC18;96;[2018];1
OPR5PTSA18_DEC;96;[2018];1
OPR5PTSA18_DISP;96;[2018];1
OPR5Q118_DEC;96;[2018];1
OPR5Q118_DISP;96;[2018];1
OPR5Q218_DEC;96;[2018];1
OPR5Q218_DISP;96;[2018];1
OPR5Q318_DEC;96;[2018];1
OPR5Q318_DISP;96;[2018];1
OPR5Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
OPR5Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
OPR5RD_DEC;374;[2018, 2019, 2020, 2021];4
OPR5RD_DISP;384;[2018, 2019, 2020, 2021];4
OPR5S80S2018_DEC;96;[2018];1
OPR5S80S2018_DISP;96;[2018];1
OPR5TP4018_PAU_DEC;96;[2018];1
OPR5TP4018_PAU_DISP;94;[2018];1
OPR5TP5018_PAU_DEC;96;[2018];1
OPR5TP5018_PAU_DISP;96;[2018];1
OPR5TP6018_PAU_DEC;96;[2018];1
OPR5TP6018_PAU_DISP;96;[2018];1
OPR5TP60IP18_PAU_DEC;96;[2018];1
OPR5TP60IP18_PAU_DISP;96;[2018];1
OPR5TP60Q218_PAU_DEC;96;[2018];1
OPR5TP60Q218_PAU_DISP;96;[2018];1
OPR6D118;96;[2018];1
OPR6D218;96;[2018];1
OPR6D318;96;[2018];1
OPR6D418;96;[2018];1
OPR6D618;96;[2018];1
OPR6D718;96;[2018];1
OPR6D818;96;[2018];1
OPR6D918;96;[2018];1
OPR6GI18;96;[2018];1
OPR6PACT18;32;[2018];1
OPR6PBEN18;6;[2018];1
OPR6PCHO18;6;[2018];1
OPR6PIMPOT18;32;[2018];1
OPR6PPAT18;32;[2018];1
OPR6PPEN18;32;[2018];1
OPR6PPFAM18;32;[2018];1
OPR6PPLOGT18;32;[2018];1
OPR6PPMINI18;32;[2018];1
OPR6PPSOC18;32;[2018];1
OPR6PTSA18;6;[2018];1
OPR6Q118;96;[2018];1
OPR6Q218;96;[2018];1
OPR6Q318;96;[2018];1
OPR6Q3_Q1;384;[2018, 2019, 2020, 2021];4
OPR6RD;384;[2018, 2019, 2020, 2021];4
OPR6S80S2018;96;[2018];1
OPR6TP4018;96;[2018];1
OPR6TP5018;96;[2018];1
OPR6TP6018;95;[2018];1
OPR6TP60IP18;96;[2018];1
OPR6TP60Q218;96;[2018];1
PACT18_DEC;96;[2018];1
PACT18_DISP;96;[2018];1
PAUT18;96;[2018];1
PBEN18_DEC;96;[2018];1
PBEN18_DISP;96;[2018];1
PCHO18_DEC;96;[2018];1
PCHO18_DISP;96;[2018];1
PIMPOT18;96;[2018];1
PMIMP18;96;[2018];1
PPAT18;96;[2018];1
PPEN18_DEC;96;[2018];1
PPEN18_DISP;96;[2018];1
PPFAM18;96;[2018];1
PPLOGT18;96;[2018];1
PPMINI18;96;[2018];1
PPSOC18;96;[2018];1
PTSA18_DEC;96;[2018];1
PTSA18_DISP;96;[2018];1
Q118_DEC;96;[2018];1
Q118_DISP;96;[2018];1
Q218_DEC;96;[2018];1
Q218_DISP;96;[2018];1
Q318_DEC;96;[2018];1
Q318_DISP;96;[2018];1
S80S2018_DEC;96;[2018];1
S80S2018_DISP;96;[2018];1
TLD2D118_DEC;96;[2018];1
TLD2D118_DISP;96;[2018];1
TLD2D218_DEC;96;[2018];1
TLD2D218_DISP;96;[2018];1
TLD2D318_DEC;96;[2018];1
TLD2D318_DISP;96;[2018];1
TLD2D418_DEC;96;[2018];1
TLD2D418_DISP;96;[2018];1
TLD2D618_DEC;96;[2018];1
TLD2D618_DISP;96;[2018];1
TLD2D718_DEC;96;[2018];1
TLD2D718_DISP;96;[2018];1
TLD2D818_DEC;96;[2018];1
TLD2D818_DISP;96;[2018];1
TLD2D918_DEC;96;[2018];1
TLD2D918_DISP;96;[2018];1
TLD2GI18_DEC;96;[2018];1
TLD2GI18_DISP;96;[2018];1
TLD2PACT18_DEC;96;[2018];1
TLD2PACT18_DISP;96;[2018];1
TLD2PAUT18;96;[2018];1
TLD2PBEN18_DEC;96;[2018];1
TLD2PBEN18_DISP;96;[2018];1
TLD2PCHO18_DEC;96;[2018];1
TLD2PCHO18_DISP;96;[2018];1
TLD2PIMPOT18;96;[2018];1
TLD2PPAT18;96;[2018];1
TLD2PPEN18_DEC;96;[2018];1
TLD2PPEN18_DISP;96;[2018];1
TLD2PPFAM18;96;[2018];1
TLD2PPLOGT18;96;[2018];1
TLD2PPMINI18;96;[2018];1
TLD2PPSOC18;96;[2018];1
TLD2PTSA18_DEC;96;[2018];1
TLD2PTSA18_DISP;96;[2018];1
TLD2Q118_DEC;96;[2018];1
TLD2Q118_DISP;96;[2018];1
TLD2Q218_DEC;96;[2018];1
TLD2Q218_DISP;96;[2018];1
TLD2Q318_DEC;96;[2018];1
TLD2Q318_DISP;96;[2018];1
TLD2Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TLD2Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TLD2RD_DEC;348;[2018, 2019, 2020, 2021];4
TLD2RD_DISP;384;[2018, 2019, 2020, 2021];4
TLD2S80S2018_DEC;96;[2018];1
TLD2S80S2018_DISP;96;[2018];1
TLD2TP4018_PAU_DEC;96;[2018];1
TLD2TP4018_PAU_DISP;96;[2018];1
TLD2TP5018_PAU_DEC;96;[2018];1
TLD2TP5018_PAU_DISP;96;[2018];1
TLD2TP6018_PAU_DEC;96;[2018];1
TLD2TP6018_PAU_DISP;96;[2018];1
TLD2TP60IP18_PAU_DEC;96;[2018];1
TLD2TP60IP18_PAU_DISP;96;[2018];1
TLD2TP60Q218_PAU_DEC;96;[2018];1
TLD2TP60Q218_PAU_DISP;96;[2018];1
TLD3D118_DEC;96;[2018];1
TLD3D118_DISP;96;[2018];1
TLD3D218_DEC;96;[2018];1
TLD3D218_DISP;96;[2018];1
TLD3D318_DEC;96;[2018];1
TLD3D318_DISP;96;[2018];1
TLD3D418_DEC;96;[2018];1
TLD3D418_DISP;96;[2018];1
TLD3D618_DEC;96;[2018];1
TLD3D618_DISP;96;[2018];1
TLD3D718_DEC;96;[2018];1
TLD3D718_DISP;96;[2018];1
TLD3D818_DEC;96;[2018];1
TLD3D818_DISP;96;[2018];1
TLD3D918_DEC;96;[2018];1
TLD3D918_DISP;96;[2018];1
TLD3GI18_DEC;96;[2018];1
TLD3GI18_DISP;96;[2018];1
TLD3PACT18_DEC;96;[2018];1
TLD3PACT18_DISP;96;[2018];1
TLD3PAUT18;96;[2018];1
TLD3PBEN18_DEC;96;[2018];1
TLD3PBEN18_DISP;96;[2018];1
TLD3PCHO18_DEC;96;[2018];1
TLD3PCHO18_DISP;96;[2018];1
TLD3PIMPOT18;96;[2018];1
TLD3PPAT18;96;[2018];1
TLD3PPEN18_DEC;96;[2018];1
TLD3PPEN18_DISP;96;[2018];1
TLD3PPFAM18;96;[2018];1
TLD3PPLOGT18;96;[2018];1
TLD3PPMINI18;96;[2018];1
TLD3PPSOC18;96;[2018];1
TLD3PTSA18_DEC;96;[2018];1
TLD3PTSA18_DISP;96;[2018];1
TLD3Q118_DEC;96;[2018];1
TLD3Q118_DISP;96;[2018];1
TLD3Q218_DEC;96;[2018];1
TLD3Q218_DISP;96;[2018];1
TLD3Q318_DEC;96;[2018];1
TLD3Q318_DISP;96;[2018];1
TLD3Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TLD3Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TLD3RD_DEC;384;[2018, 2019, 2020, 2021];4
TLD3RD_DISP;384;[2018, 2019, 2020, 2021];4
TLD3S80S2018_DEC;96;[2018];1
TLD3S80S2018_DISP;96;[2018];1
TLD3TP4018_PAU_DEC;96;[2018];1
TLD3TP4018_PAU_DISP;96;[2018];1
TLD3TP5018_PAU_DEC;96;[2018];1
TLD3TP5018_PAU_DISP;96;[2018];1
TLD3TP6018_PAU_DEC;96;[2018];1
TLD3TP6018_PAU_DISP;96;[2018];1
TLD3TP60IP18_PAU_DEC;96;[2018];1
TLD3TP60IP18_PAU_DISP;96;[2018];1
TLD3TP60Q218_PAU_DEC;96;[2018];1
TLD3TP60Q218_PAU_DISP;96;[2018];1
TME1D118_DEC;96;[2018];1
TME1D118_DISP;96;[2018];1
TME1D218_DEC;96;[2018];1
TME1D218_DISP;96;[2018];1
TME1D318_DEC;96;[2018];1
TME1D318_DISP;96;[2018];1
TME1D418_DEC;96;[2018];1
TME1D418_DISP;96;[2018];1
TME1D618_DEC;96;[2018];1
TME1D618_DISP;96;[2018];1
TME1D718_DEC;96;[2018];1
TME1D718_DISP;96;[2018];1
TME1D818_DEC;96;[2018];1
TME1D818_DISP;96;[2018];1
TME1D918_DEC;96;[2018];1
TME1D918_DISP;96;[2018];1
TME1GI18_DEC;96;[2018];1
TME1GI18_DISP;96;[2018];1
TME1PACT18_DEC;96;[2018];1
TME1PACT18_DISP;96;[2018];1
TME1PAUT18;96;[2018];1
TME1PBEN18_DEC;96;[2018];1
TME1PBEN18_DISP;96;[2018];1
TME1PCHO18_DEC;96;[2018];1
TME1PCHO18_DISP;96;[2018];1
TME1PIMPOT18;96;[2018];1
TME1PPAT18;96;[2018];1
TME1PPEN18_DEC;96;[2018];1
TME1PPEN18_DISP;96;[2018];1
TME1PPFAM18;96;[2018];1
TME1PPLOGT18;96;[2018];1
TME1PPMINI18;96;[2018];1
TME1PPSOC18;96;[2018];1
TME1PTSA18_DEC;96;[2018];1
TME1PTSA18_DISP;96;[2018];1
TME1Q118_DEC;96;[2018];1
TME1Q118_DISP;96;[2018];1
TME1Q218_DEC;96;[2018];1
TME1Q218_DISP;96;[2018];1
TME1Q318_DEC;96;[2018];1
TME1Q318_DISP;96;[2018];1
TME1Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TME1Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TME1RD_DEC;384;[2018, 2019, 2020, 2021];4
TME1RD_DISP;384;[2018, 2019, 2020, 2021];4
TME1S80S2018_DEC;96;[2018];1
TME1S80S2018_DISP;96;[2018];1
TME1TP4018_PAU_DEC;96;[2018];1
TME1TP4018_PAU_DISP;96;[2018];1
TME1TP5018_PAU_DEC;96;[2018];1
TME1TP5018_PAU_DISP;96;[2018];1
TME1TP6018_PAU_DEC;96;[2018];1
TME1TP6018_PAU_DISP;96;[2018];1
TME1TP60IP18_PAU_DEC;96;[2018];1
TME1TP60IP18_PAU_DISP;96;[2018];1
TME1TP60Q218_PAU_DEC;96;[2018];1
TME1TP60Q218_PAU_DISP;96;[2018];1
TME2D118_DEC;96;[2018];1
TME2D118_DISP;96;[2018];1
TME2D218_DEC;96;[2018];1
TME2D218_DISP;96;[2018];1
TME2D318_DEC;96;[2018];1
TME2D318_DISP;96;[2018];1
TME2D418_DEC;96;[2018];1
TME2D418_DISP;96;[2018];1
TME2D618_DEC;96;[2018];1
TME2D618_DISP;96;[2018];1
TME2D718_DEC;96;[2018];1
TME2D718_DISP;96;[2018];1
TME2D818_DEC;96;[2018];1
TME2D818_DISP;96;[2018];1
TME2D918_DEC;96;[2018];1
TME2D918_DISP;96;[2018];1
TME2GI18_DEC;96;[2018];1
TME2GI18_DISP;96;[2018];1
TME2PACT18_DEC;96;[2018];1
TME2PACT18_DISP;96;[2018];1
TME2PAUT18;96;[2018];1
TME2PBEN18_DEC;96;[2018];1
TME2PBEN18_DISP;96;[2018];1
TME2PCHO18_DEC;96;[2018];1
TME2PCHO18_DISP;96;[2018];1
TME2PIMPOT18;96;[2018];1
TME2PPAT18;96;[2018];1
TME2PPEN18_DEC;96;[2018];1
TME2PPEN18_DISP;96;[2018];1
TME2PPFAM18;96;[2018];1
TME2PPLOGT18;96;[2018];1
TME2PPMINI18;96;[2018];1
TME2PPSOC18;96;[2018];1
TME2PTSA18_DEC;96;[2018];1
TME2PTSA18_DISP;96;[2018];1
TME2Q118_DEC;96;[2018];1
TME2Q118_DISP;96;[2018];1
TME2Q218_DEC;96;[2018];1
TME2Q218_DISP;96;[2018];1
TME2Q318_DEC;96;[2018];1
TME2Q318_DISP;96;[2018];1
TME2Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TME2Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TME2RD_DEC;384;[2018, 2019, 2020, 2021];4
TME2RD_DISP;384;[2018, 2019, 2020, 2021];4
TME2S80S2018_DEC;96;[2018];1
TME2S80S2018_DISP;96;[2018];1
TME2TP4018_PAU_DEC;96;[2018];1
TME2TP4018_PAU_DISP;96;[2018];1
TME2TP5018_PAU_DEC;96;[2018];1
TME2TP5018_PAU_DISP;96;[2018];1
TME2TP6018_PAU_DEC;96;[2018];1
TME2TP6018_PAU_DISP;96;[2018];1
TME2TP60IP18_PAU_DEC;96;[2018];1
TME2TP60IP18_PAU_DISP;96;[2018];1
TME2TP60Q218_PAU_DEC;96;[2018];1
TME2TP60Q218_PAU_DISP;96;[2018];1
TME3D118_DEC;96;[2018];1
TME3D118_DISP;96;[2018];1
TME3D218_DEC;96;[2018];1
TME3D218_DISP;96;[2018];1
TME3D318_DEC;96;[2018];1
TME3D318_DISP;96;[2018];1
TME3D418_DEC;96;[2018];1
TME3D418_DISP;96;[2018];1
TME3D618_DEC;96;[2018];1
TME3D618_DISP;96;[2018];1
TME3D718_DEC;96;[2018];1
TME3D718_DISP;96;[2018];1
TME3D818_DEC;96;[2018];1
TME3D818_DISP;96;[2018];1
TME3D918_DEC;96;[2018];1
TME3D918_DISP;96;[2018];1
TME3GI18_DEC;96;[2018];1
TME3GI18_DISP;96;[2018];1
TME3PACT18_DEC;96;[2018];1
TME3PACT18_DISP;96;[2018];1
TME3PAUT18;96;[2018];1
TME3PBEN18_DEC;96;[2018];1
TME3PBEN18_DISP;96;[2018];1
TME3PCHO18_DEC;96;[2018];1
TME3PCHO18_DISP;96;[2018];1
TME3PIMPOT18;96;[2018];1
TME3PPAT18;96;[2018];1
TME3PPEN18_DEC;96;[2018];1
TME3PPEN18_DISP;96;[2018];1
TME3PPFAM18;96;[2018];1
TME3PPLOGT18;96;[2018];1
TME3PPMINI18;96;[2018];1
TME3PPSOC18;96;[2018];1
TME3PTSA18_DEC;96;[2018];1
TME3PTSA18_DISP;96;[2018];1
TME3Q118_DEC;96;[2018];1
TME3Q118_DISP;96;[2018];1
TME3Q218_DEC;96;[2018];1
TME3Q218_DISP;96;[2018];1
TME3Q318_DEC;96;[2018];1
TME3Q318_DISP;96;[2018];1
TME3Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TME3Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TME3RD_DEC;384;[2018, 2019, 2020, 2021];4
TME3RD_DISP;384;[2018, 2019, 2020, 2021];4
TME3S80S2018_DEC;96;[2018];1
TME3S80S2018_DISP;96;[2018];1
TME3TP4018_PAU_DEC;96;[2018];1
TME3TP4018_PAU_DISP;96;[2018];1
TME3TP5018_PAU_DEC;96;[2018];1
TME3TP5018_PAU_DISP;96;[2018];1
TME3TP6018_PAU_DEC;96;[2018];1
TME3TP6018_PAU_DISP;96;[2018];1
TME3TP60IP18_PAU_DEC;96;[2018];1
TME3TP60IP18_PAU_DISP;96;[2018];1
TME3TP60Q218_PAU_DEC;96;[2018];1
TME3TP60Q218_PAU_DISP;96;[2018];1
TME4D118_DEC;96;[2018];1
TME4D118_DISP;96;[2018];1
TME4D218_DEC;96;[2018];1
TME4D218_DISP;96;[2018];1
TME4D318_DEC;96;[2018];1
TME4D318_DISP;96;[2018];1
TME4D418_DEC;96;[2018];1
TME4D418_DISP;96;[2018];1
TME4D618_DEC;96;[2018];1
TME4D618_DISP;96;[2018];1
TME4D718_DEC;96;[2018];1
TME4D718_DISP;96;[2018];1
TME4D818_DEC;96;[2018];1
TME4D818_DISP;96;[2018];1
TME4D918_DEC;96;[2018];1
TME4D918_DISP;96;[2018];1
TME4GI18_DEC;96;[2018];1
TME4GI18_DISP;96;[2018];1
TME4PACT18_DEC;96;[2018];1
TME4PACT18_DISP;96;[2018];1
TME4PAUT18;96;[2018];1
TME4PBEN18_DEC;96;[2018];1
TME4PBEN18_DISP;96;[2018];1
TME4PCHO18_DEC;96;[2018];1
TME4PCHO18_DISP;96;[2018];1
TME4PIMPOT18;96;[2018];1
TME4PPAT18;96;[2018];1
TME4PPEN18_DEC;96;[2018];1
TME4PPEN18_DISP;96;[2018];1
TME4PPFAM18;96;[2018];1
TME4PPLOGT18;96;[2018];1
TME4PPMINI18;96;[2018];1
TME4PPSOC18;96;[2018];1
TME4PTSA18_DEC;96;[2018];1
TME4PTSA18_DISP;96;[2018];1
TME4Q118_DEC;96;[2018];1
TME4Q118_DISP;96;[2018];1
TME4Q218_DEC;96;[2018];1
TME4Q218_DISP;96;[2018];1
TME4Q318_DEC;96;[2018];1
TME4Q318_DISP;96;[2018];1
TME4Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TME4Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TME4RD_DEC;384;[2018, 2019, 2020, 2021];4
TME4RD_DISP;384;[2018, 2019, 2020, 2021];4
TME4S80S2018_DEC;96;[2018];1
TME4S80S2018_DISP;96;[2018];1
TME4TP4018_PAU_DEC;96;[2018];1
TME4TP4018_PAU_DISP;96;[2018];1
TME4TP5018_PAU_DEC;96;[2018];1
TME4TP5018_PAU_DISP;96;[2018];1
TME4TP6018_PAU_DEC;96;[2018];1
TME4TP6018_PAU_DISP;96;[2018];1
TME4TP60IP18_PAU_DEC;96;[2018];1
TME4TP60IP18_PAU_DISP;96;[2018];1
TME4TP60Q218_PAU_DEC;96;[2018];1
TME4TP60Q218_PAU_DISP;96;[2018];1
TME5D118_DEC;96;[2018];1
TME5D118_DISP;96;[2018];1
TME5D218_DEC;96;[2018];1
TME5D218_DISP;96;[2018];1
TME5D318_DEC;96;[2018];1
TME5D318_DISP;96;[2018];1
TME5D418_DEC;96;[2018];1
TME5D418_DISP;96;[2018];1
TME5D618_DEC;96;[2018];1
TME5D618_DISP;96;[2018];1
TME5D718_DEC;96;[2018];1
TME5D718_DISP;96;[2018];1
TME5D818_DEC;96;[2018];1
TME5D818_DISP;96;[2018];1
TME5D918_DEC;96;[2018];1
TME5D918_DISP;96;[2018];1
TME5GI18_DEC;96;[2018];1
TME5GI18_DISP;96;[2018];1
TME5PACT18_DEC;96;[2018];1
TME5PACT18_DISP;96;[2018];1
TME5PAUT18;96;[2018];1
TME5PBEN18_DEC;96;[2018];1
TME5PBEN18_DISP;96;[2018];1
TME5PCHO18_DEC;96;[2018];1
TME5PCHO18_DISP;96;[2018];1
TME5PIMPOT18;96;[2018];1
TME5PPAT18;96;[2018];1
TME5PPEN18_DEC;96;[2018];1
TME5PPEN18_DISP;96;[2018];1
TME5PPFAM18;96;[2018];1
TME5PPLOGT18;96;[2018];1
TME5PPMINI18;96;[2018];1
TME5PPSOC18;96;[2018];1
TME5PTSA18_DEC;96;[2018];1
TME5PTSA18_DISP;96;[2018];1
TME5Q118_DEC;96;[2018];1
TME5Q118_DISP;96;[2018];1
TME5Q218_DEC;96;[2018];1
TME5Q218_DISP;96;[2018];1
TME5Q318_DEC;96;[2018];1
TME5Q318_DISP;96;[2018];1
TME5Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TME5Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TME5RD_DEC;384;[2018, 2019, 2020, 2021];4
TME5RD_DISP;384;[2018, 2019, 2020, 2021];4
TME5S80S2018_DEC;96;[2018];1
TME5S80S2018_DISP;96;[2018];1
TME5TP4018_PAU_DEC;96;[2018];1
TME5TP4018_PAU_DISP;96;[2018];1
TME5TP5018_PAU_DEC;96;[2018];1
TME5TP5018_PAU_DISP;96;[2018];1
TME5TP6018_PAU_DEC;96;[2018];1
TME5TP6018_PAU_DISP;96;[2018];1
TME5TP60IP18_PAU_DEC;96;[2018];1
TME5TP60IP18_PAU_DISP;96;[2018];1
TME5TP60Q218_PAU_DEC;96;[2018];1
TME5TP60Q218_PAU_DISP;96;[2018];1
TOL1D118_DEC;96;[2018];1
TOL1D118_DISP;96;[2018];1
TOL1D218_DEC;96;[2018];1
TOL1D218_DISP;96;[2018];1
TOL1D318_DEC;96;[2018];1
TOL1D318_DISP;96;[2018];1
TOL1D418_DEC;96;[2018];1
TOL1D418_DISP;96;[2018];1
TOL1D618_DEC;96;[2018];1
TOL1D618_DISP;96;[2018];1
TOL1D718_DEC;96;[2018];1
TOL1D718_DISP;96;[2018];1
TOL1D818_DEC;96;[2018];1
TOL1D818_DISP;96;[2018];1
TOL1D918_DEC;96;[2018];1
TOL1D918_DISP;96;[2018];1
TOL1GI18_DEC;96;[2018];1
TOL1GI18_DISP;96;[2018];1
TOL1PACT18_DEC;96;[2018];1
TOL1PACT18_DISP;96;[2018];1
TOL1PAUT18;96;[2018];1
TOL1PBEN18_DEC;96;[2018];1
TOL1PBEN18_DISP;96;[2018];1
TOL1PCHO18_DEC;96;[2018];1
TOL1PCHO18_DISP;96;[2018];1
TOL1PIMPOT18;96;[2018];1
TOL1PPAT18;96;[2018];1
TOL1PPEN18_DEC;96;[2018];1
TOL1PPEN18_DISP;96;[2018];1
TOL1PPFAM18;96;[2018];1
TOL1PPLOGT18;96;[2018];1
TOL1PPMINI18;96;[2018];1
TOL1PPSOC18;96;[2018];1
TOL1PTSA18_DEC;96;[2018];1
TOL1PTSA18_DISP;96;[2018];1
TOL1Q118_DEC;96;[2018];1
TOL1Q118_DISP;96;[2018];1
TOL1Q218_DEC;96;[2018];1
TOL1Q218_DISP;96;[2018];1
TOL1Q318_DEC;96;[2018];1
TOL1Q318_DISP;96;[2018];1
TOL1Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TOL1Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TOL1RD_DEC;384;[2018, 2019, 2020, 2021];4
TOL1RD_DISP;384;[2018, 2019, 2020, 2021];4
TOL1S80S2018_DEC;96;[2018];1
TOL1S80S2018_DISP;96;[2018];1
TOL1TP4018_PAU_DEC;96;[2018];1
TOL1TP4018_PAU_DISP;96;[2018];1
TOL1TP5018_PAU_DEC;96;[2018];1
TOL1TP5018_PAU_DISP;96;[2018];1
TOL1TP6018_PAU_DEC;96;[2018];1
TOL1TP6018_PAU_DISP;96;[2018];1
TOL1TP60IP18_PAU_DEC;96;[2018];1
TOL1TP60IP18_PAU_DISP;96;[2018];1
TOL1TP60Q218_PAU_DEC;96;[2018];1
TOL1TP60Q218_PAU_DISP;96;[2018];1
TOL2D118_DEC;96;[2018];1
TOL2D118_DISP;96;[2018];1
TOL2D218_DEC;96;[2018];1
TOL2D218_DISP;96;[2018];1
TOL2D318_DEC;96;[2018];1
TOL2D318_DISP;96;[2018];1
TOL2D418_DEC;96;[2018];1
TOL2D418_DISP;96;[2018];1
TOL2D618_DEC;96;[2018];1
TOL2D618_DISP;96;[2018];1
TOL2D718_DEC;96;[2018];1
TOL2D718_DISP;96;[2018];1
TOL2D818_DEC;96;[2018];1
TOL2D818_DISP;96;[2018];1
TOL2D918_DEC;96;[2018];1
TOL2D918_DISP;96;[2018];1
TOL2GI18_DEC;96;[2018];1
TOL2GI18_DISP;96;[2018];1
TOL2PACT18_DEC;96;[2018];1
TOL2PACT18_DISP;96;[2018];1
TOL2PAUT18;96;[2018];1
TOL2PBEN18_DEC;96;[2018];1
TOL2PBEN18_DISP;96;[2018];1
TOL2PCHO18_DEC;96;[2018];1
TOL2PCHO18_DISP;96;[2018];1
TOL2PIMPOT18;96;[2018];1
TOL2PPAT18;96;[2018];1
TOL2PPEN18_DEC;96;[2018];1
TOL2PPEN18_DISP;96;[2018];1
TOL2PPFAM18;96;[2018];1
TOL2PPLOGT18;96;[2018];1
TOL2PPMINI18;96;[2018];1
TOL2PPSOC18;96;[2018];1
TOL2PTSA18_DEC;96;[2018];1
TOL2PTSA18_DISP;96;[2018];1
TOL2Q118_DEC;96;[2018];1
TOL2Q118_DISP;96;[2018];1
TOL2Q218_DEC;96;[2018];1
TOL2Q218_DISP;96;[2018];1
TOL2Q318_DEC;96;[2018];1
TOL2Q318_DISP;96;[2018];1
TOL2Q3_Q1_DEC;384;[2018, 2019, 2020, 2021];4
TOL2Q3_Q1_DISP;384;[2018, 2019, 2020, 2021];4
TOL2RD_DEC;383;[2018, 2019, 2020, 2021];4
TOL2RD_DISP;384;[2018, 2019, 2020, 2021];4
TOL2S80S2018_DEC;96;[2018];1
TOL2S80S2018_DISP;96;[2018];1
TOL2TP4018_PAU_DEC;96;[2018];1
TOL2TP4018_PAU_DISP;96;[2018];1
TOL2TP5018_PAU_DEC;96;[2018];1
TOL2TP5018_PAU_DISP;96;[2018];1
TOL2TP6018_PAU_DEC;96;[2018];1
TOL2TP6018_PAU_DISP;96;[2018];1
TOL2TP60IP18_PAU_DEC;96;[2018];1
TOL2TP60IP18_PAU_DISP;96;[2018];1
