column_name;total_non_null;years_with_data;n_years
TYM5D320_DISP;96;[2020];1
TYM5D420_DEC;96;[2020];1
TYM5D420_DISP;96;[2020];1
TYM5D620_DEC;96;[2020];1
TYM5D620_DISP;96;[2020];1
TYM5D720_DEC;96;[2020];1
TYM5D720_DISP;96;[2020];1
TYM5D820_DEC;96;[2020];1
TYM5D820_DISP;96;[2020];1
TYM5D920_DEC;96;[2020];1
TYM5D920_DISP;96;[2020];1
TYM5GI20_DEC;96;[2020];1
TYM5GI20_DISP;96;[2020];1
TYM5PACT20_DEC;96;[2020];1
TYM5PACT20_DISP;96;[2020];1
TYM5PAUT20;96;[2020];1
TYM5PBEN20_DEC;96;[2020];1
TYM5PBEN20_DISP;96;[2020];1
TYM5PCHO20_DEC;96;[2020];1
TYM5PCHO20_DISP;96;[2020];1
TYM5PIMPOT20;96;[2020];1
TYM5PPAT20;96;[2020];1
TYM5PPEN20_DEC;96;[2020];1
TYM5PPEN20_DISP;96;[2020];1
TYM5PPFAM20;96;[2020];1
TYM5PPLOGT20;96;[2020];1
TYM5PPMINI20;96;[2020];1
TYM5PPSOC20;96;[2020];1
TYM5PTSA20_DEC;96;[2020];1
TYM5PTSA20_DISP;96;[2020];1
TYM5Q120_DEC;96;[2020];1
TYM5Q120_DISP;96;[2020];1
TYM5Q220_DEC;96;[2020];1
TYM5Q220_DISP;96;[2020];1
TYM5Q320_DEC;96;[2020];1
TYM5Q320_DISP;96;[2020];1
TYM5S80S2020_DEC;96;[2020];1
TYM5S80S2020_DISP;96;[2020];1
TYM5TP4020_PAU_DEC;96;[2020];1
TYM5TP4020_PAU_DISP;96;[2020];1
TYM5TP5020_PAU_DEC;96;[2020];1
TYM5TP5020_PAU_DISP;96;[2020];1
TYM5TP6020_PAU_DEC;96;[2020];1
TYM5TP6020_PAU_DISP;96;[2020];1
TYM5TP60IP20_PAU_DEC;96;[2020];1
TYM5TP60IP20_PAU_DISP;96;[2020];1
TYM5TP60Q220_PAU_DEC;96;[2020];1
TYM5TP60Q220_PAU_DISP;96;[2020];1
TYM6D120_DEC;96;[2020];1
TYM6D120_DISP;96;[2020];1
TYM6D220_DEC;96;[2020];1
TYM6D220_DISP;96;[2020];1
TYM6D320_DEC;96;[2020];1
TYM6D320_DISP;96;[2020];1
TYM6D420_DEC;96;[2020];1
TYM6D420_DISP;96;[2020];1
TYM6D620_DEC;96;[2020];1
TYM6D620_DISP;96;[2020];1
TYM6D720_DEC;96;[2020];1
TYM6D720_DISP;96;[2020];1
TYM6D820_DEC;96;[2020];1
TYM6D820_DISP;96;[2020];1
TYM6D920_DEC;96;[2020];1
TYM6D920_DISP;96;[2020];1
TYM6GI20_DEC;96;[2020];1
TYM6GI20_DISP;96;[2020];1
TYM6PACT20_DEC;96;[2020];1
TYM6PACT20_DISP;96;[2020];1
TYM6PAUT20;96;[2020];1
TYM6PBEN20_DEC;96;[2020];1
TYM6PBEN20_DISP;96;[2020];1
TYM6PCHO20_DEC;96;[2020];1
TYM6PCHO20_DISP;96;[2020];1
TYM6PIMPOT20;96;[2020];1
TYM6PPAT20;96;[2020];1
TYM6PPEN20_DEC;96;[2020];1
TYM6PPEN20_DISP;96;[2020];1
TYM6PPFAM20;96;[2020];1
TYM6PPLOGT20;96;[2020];1
TYM6PPMINI20;96;[2020];1
TYM6PPSOC20;96;[2020];1
TYM6PTSA20_DEC;96;[2020];1
TYM6PTSA20_DISP;96;[2020];1
TYM6Q120_DEC;96;[2020];1
TYM6Q120_DISP;96;[2020];1
TYM6Q220_DEC;96;[2020];1
TYM6Q220_DISP;96;[2020];1
TYM6Q320_DEC;96;[2020];1
TYM6Q320_DISP;96;[2020];1
TYM6S80S2020_DEC;96;[2020];1
TYM6S80S2020_DISP;96;[2020];1
TYM6TP4020_PAU_DEC;96;[2020];1
TYM6TP4020_PAU_DISP;96;[2020];1
TYM6TP5020_PAU_DEC;96;[2020];1
TYM6TP5020_PAU_DISP;96;[2020];1
TYM6TP6020_PAU_DEC;96;[2020];1
TYM6TP6020_PAU_DISP;96;[2020];1
TYM6TP60IP20_PAU_DEC;96;[2020];1
TYM6TP60IP20_PAU_DISP;96;[2020];1
TYM6TP60Q220_PAU_DEC;96;[2020];1
TYM6TP60Q220_PAU_DISP;96;[2020];1
AGE1D121_DEC;96;[2021];1
AGE1D121_DISP;96;[2021];1
AGE1D221_DEC;96;[2021];1
AGE1D221_DISP;96;[2021];1
AGE1D321_DEC;96;[2021];1
AGE1D321_DISP;96;[2021];1
AGE1D421_DEC;96;[2021];1
AGE1D421_DISP;96;[2021];1
AGE1D621_DEC;96;[2021];1
AGE1D621_DISP;96;[2021];1
AGE1D721_DEC;96;[2021];1
AGE1D721_DISP;96;[2021];1
AGE1D821_DEC;96;[2021];1
AGE1D821_DISP;96;[2021];1
AGE1D921_DEC;96;[2021];1
AGE1D921_DISP;96;[2021];1
AGE1GI21_DEC;96;[2021];1
AGE1GI21_DISP;96;[2021];1
AGE1PACT21_DEC;96;[2021];1
AGE1PACT21_DISP;96;[2021];1
AGE1PAUT21;96;[2021];1
AGE1PBEN21_DEC;96;[2021];1
AGE1PBEN21_DISP;96;[2021];1
AGE1PCHO21_DEC;96;[2021];1
AGE1PCHO21_DISP;96;[2021];1
AGE1PIMPOT21;96;[2021];1
AGE1PPAT21;96;[2021];1
AGE1PPEN21_DEC;96;[2021];1
AGE1PPEN21_DISP;96;[2021];1
AGE1PPFAM21;96;[2021];1
AGE1PPLOGT21;96;[2021];1
AGE1PPMINI21;96;[2021];1
AGE1PPSOC21;96;[2021];1
AGE1PTSA21_DEC;96;[2021];1
AGE1PTSA21_DISP;96;[2021];1
AGE1Q121_DEC;96;[2021];1
AGE1Q121_DISP;96;[2021];1
AGE1Q221_DEC;96;[2021];1
AGE1Q221_DISP;96;[2021];1
AGE1Q321_DEC;96;[2021];1
AGE1Q321_DISP;96;[2021];1
AGE1S80S2021_DEC;96;[2021];1
AGE1S80S2021_DISP;96;[2021];1
AGE1TP4021_PAU_DEC;96;[2021];1
AGE1TP4021_PAU_DISP;96;[2021];1
AGE1TP5021_PAU_DEC;96;[2021];1
AGE1TP5021_PAU_DISP;96;[2021];1
AGE1TP6021_PAU_DEC;96;[2021];1
AGE1TP6021_PAU_DISP;96;[2021];1
AGE1TP60IP21_PAU_DEC;96;[2021];1
AGE1TP60IP21_PAU_DISP;96;[2021];1
AGE1TP60Q221_PAU_DEC;96;[2021];1
AGE1TP60Q221_PAU_DISP;96;[2021];1
AGE2D121_DEC;96;[2021];1
AGE2D121_DISP;96;[2021];1
AGE2D221_DEC;96;[2021];1
AGE2D221_DISP;96;[2021];1
AGE2D321_DEC;96;[2021];1
AGE2D321_DISP;96;[2021];1
AGE2D421_DEC;96;[2021];1
AGE2D421_DISP;96;[2021];1
AGE2D621_DEC;96;[2021];1
AGE2D621_DISP;96;[2021];1
AGE2D721_DEC;96;[2021];1
AGE2D721_DISP;96;[2021];1
AGE2D821_DEC;96;[2021];1
AGE2D821_DISP;96;[2021];1
AGE2D921_DEC;96;[2021];1
AGE2D921_DISP;96;[2021];1
AGE2GI21_DEC;96;[2021];1
AGE2GI21_DISP;96;[2021];1
AGE2PACT21_DEC;96;[2021];1
AGE2PACT21_DISP;96;[2021];1
AGE2PAUT21;96;[2021];1
AGE2PBEN21_DEC;96;[2021];1
AGE2PBEN21_DISP;96;[2021];1
AGE2PCHO21_DEC;96;[2021];1
AGE2PCHO21_DISP;96;[2021];1
AGE2PIMPOT21;96;[2021];1
AGE2PPAT21;96;[2021];1
AGE2PPEN21_DEC;96;[2021];1
AGE2PPEN21_DISP;96;[2021];1
AGE2PPFAM21;96;[2021];1
AGE2PPLOGT21;96;[2021];1
AGE2PPMINI21;96;[2021];1
AGE2PPSOC21;96;[2021];1
AGE2PTSA21_DEC;96;[2021];1
AGE2PTSA21_DISP;96;[2021];1
AGE2Q121_DEC;96;[2021];1
AGE2Q121_DISP;96;[2021];1
AGE2Q221_DEC;96;[2021];1
AGE2Q221_DISP;96;[2021];1
AGE2Q321_DEC;96;[2021];1
AGE2Q321_DISP;96;[2021];1
AGE2S80S2021_DEC;96;[2021];1
AGE2S80S2021_DISP;96;[2021];1
AGE2TP4021_PAU_DEC;96;[2021];1
AGE2TP4021_PAU_DISP;96;[2021];1
AGE2TP5021_PAU_DEC;96;[2021];1
AGE2TP5021_PAU_DISP;96;[2021];1
AGE2TP6021_PAU_DEC;96;[2021];1
AGE2TP6021_PAU_DISP;96;[2021];1
AGE2TP60IP21_PAU_DEC;96;[2021];1
AGE2TP60IP21_PAU_DISP;96;[2021];1
AGE2TP60Q221_PAU_DEC;96;[2021];1
AGE2TP60Q221_PAU_DISP;96;[2021];1
AGE3D121_DEC;96;[2021];1
AGE3D121_DISP;96;[2021];1
AGE3D221_DEC;96;[2021];1
AGE3D221_DISP;96;[2021];1
AGE3D321_DEC;96;[2021];1
AGE3D321_DISP;96;[2021];1
AGE3D421_DEC;96;[2021];1
AGE3D421_DISP;96;[2021];1
AGE3D621_DEC;96;[2021];1
AGE3D621_DISP;96;[2021];1
AGE3D721_DEC;96;[2021];1
AGE3D721_DISP;96;[2021];1
AGE3D821_DEC;96;[2021];1
AGE3D821_DISP;96;[2021];1
AGE3D921_DEC;96;[2021];1
AGE3D921_DISP;96;[2021];1
AGE3GI21_DEC;96;[2021];1
AGE3GI21_DISP;96;[2021];1
AGE3PACT21_DEC;96;[2021];1
AGE3PACT21_DISP;96;[2021];1
AGE3PAUT21;96;[2021];1
AGE3PBEN21_DEC;96;[2021];1
AGE3PBEN21_DISP;96;[2021];1
AGE3PCHO21_DEC;96;[2021];1
AGE3PCHO21_DISP;96;[2021];1
AGE3PIMPOT21;96;[2021];1
AGE3PPAT21;96;[2021];1
AGE3PPEN21_DEC;96;[2021];1
AGE3PPEN21_DISP;96;[2021];1
AGE3PPFAM21;96;[2021];1
AGE3PPLOGT21;96;[2021];1
AGE3PPMINI21;96;[2021];1
AGE3PPSOC21;96;[2021];1
AGE3PTSA21_DEC;96;[2021];1
AGE3PTSA21_DISP;96;[2021];1
AGE3Q121_DEC;96;[2021];1
AGE3Q121_DISP;96;[2021];1
AGE3Q221_DEC;96;[2021];1
AGE3Q221_DISP;96;[2021];1
AGE3Q321_DEC;96;[2021];1
AGE3Q321_DISP;96;[2021];1
AGE3S80S2021_DEC;96;[2021];1
AGE3S80S2021_DISP;96;[2021];1
AGE3TP4021_PAU_DEC;96;[2021];1
AGE3TP4021_PAU_DISP;96;[2021];1
AGE3TP5021_PAU_DEC;96;[2021];1
AGE3TP5021_PAU_DISP;96;[2021];1
AGE3TP6021_PAU_DEC;96;[2021];1
AGE3TP6021_PAU_DISP;96;[2021];1
AGE3TP60IP21_PAU_DEC;96;[2021];1
AGE3TP60IP21_PAU_DISP;96;[2021];1
AGE3TP60Q221_PAU_DEC;96;[2021];1
AGE3TP60Q221_PAU_DISP;96;[2021];1
AGE4D121_DEC;96;[2021];1
AGE4D121_DISP;96;[2021];1
AGE4D221_DEC;96;[2021];1
AGE4D221_DISP;96;[2021];1
AGE4D321_DEC;96;[2021];1
AGE4D321_DISP;96;[2021];1
AGE4D421_DEC;96;[2021];1
AGE4D421_DISP;96;[2021];1
AGE4D621_DEC;96;[2021];1
AGE4D621_DISP;96;[2021];1
AGE4D721_DEC;96;[2021];1
AGE4D721_DISP;96;[2021];1
AGE4D821_DEC;96;[2021];1
AGE4D821_DISP;96;[2021];1
AGE4D921_DEC;96;[2021];1
AGE4D921_DISP;96;[2021];1
AGE4GI21_DEC;96;[2021];1
AGE4GI21_DISP;96;[2021];1
AGE4PACT21_DEC;96;[2021];1
AGE4PACT21_DISP;96;[2021];1
AGE4PAUT21;96;[2021];1
AGE4PBEN21_DEC;96;[2021];1
AGE4PBEN21_DISP;96;[2021];1
AGE4PCHO21_DEC;96;[2021];1
AGE4PCHO21_DISP;96;[2021];1
AGE4PIMPOT21;96;[2021];1
AGE4PPAT21;96;[2021];1
AGE4PPEN21_DEC;96;[2021];1
AGE4PPEN21_DISP;96;[2021];1
AGE4PPFAM21;96;[2021];1
AGE4PPLOGT21;96;[2021];1
AGE4PPMINI21;96;[2021];1
AGE4PPSOC21;96;[2021];1
AGE4PTSA21_DEC;96;[2021];1
AGE4PTSA21_DISP;96;[2021];1
AGE4Q121_DEC;96;[2021];1
AGE4Q121_DISP;96;[2021];1
AGE4Q221_DEC;96;[2021];1
AGE4Q221_DISP;96;[2021];1
AGE4Q321_DEC;96;[2021];1
AGE4Q321_DISP;96;[2021];1
AGE4S80S2021_DEC;96;[2021];1
AGE4S80S2021_DISP;96;[2021];1
AGE4TP4021_PAU_DEC;96;[2021];1
AGE4TP4021_PAU_DISP;96;[2021];1
AGE4TP5021_PAU_DEC;96;[2021];1
AGE4TP5021_PAU_DISP;96;[2021];1
AGE4TP6021_PAU_DEC;96;[2021];1
AGE4TP6021_PAU_DISP;96;[2021];1
AGE4TP60IP21_PAU_DEC;96;[2021];1
AGE4TP60IP21_PAU_DISP;96;[2021];1
AGE4TP60Q221_PAU_DEC;96;[2021];1
AGE4TP60Q221_PAU_DISP;96;[2021];1
AGE5D121_DEC;96;[2021];1
AGE5D121_DISP;96;[2021];1
AGE5D221_DEC;96;[2021];1
AGE5D221_DISP;96;[2021];1
AGE5D321_DEC;96;[2021];1
AGE5D321_DISP;96;[2021];1
AGE5D421_DEC;96;[2021];1
AGE5D421_DISP;96;[2021];1
AGE5D621_DEC;96;[2021];1
AGE5D621_DISP;96;[2021];1
AGE5D721_DEC;96;[2021];1
AGE5D721_DISP;96;[2021];1
AGE5D821_DEC;96;[2021];1
AGE5D821_DISP;96;[2021];1
AGE5D921_DEC;96;[2021];1
AGE5D921_DISP;96;[2021];1
AGE5GI21_DEC;96;[2021];1
AGE5GI21_DISP;96;[2021];1
AGE5PACT21_DEC;96;[2021];1
AGE5PACT21_DISP;96;[2021];1
AGE5PAUT21;96;[2021];1
AGE5PBEN21_DEC;96;[2021];1
AGE5PBEN21_DISP;96;[2021];1
AGE5PCHO21_DEC;96;[2021];1
AGE5PCHO21_DISP;96;[2021];1
AGE5PIMPOT21;96;[2021];1
AGE5PPAT21;96;[2021];1
AGE5PPEN21_DEC;96;[2021];1
AGE5PPEN21_DISP;96;[2021];1
AGE5PPFAM21;96;[2021];1
AGE5PPLOGT21;96;[2021];1
AGE5PPMINI21;96;[2021];1
AGE5PPSOC21;96;[2021];1
AGE5PTSA21_DEC;96;[2021];1
AGE5PTSA21_DISP;96;[2021];1
AGE5Q121_DEC;96;[2021];1
AGE5Q121_DISP;96;[2021];1
AGE5Q221_DEC;96;[2021];1
AGE5Q221_DISP;96;[2021];1
AGE5Q321_DEC;96;[2021];1
AGE5Q321_DISP;96;[2021];1
AGE5S80S2021_DEC;96;[2021];1
AGE5S80S2021_DISP;96;[2021];1
AGE5TP4021_PAU_DEC;96;[2021];1
AGE5TP4021_PAU_DISP;96;[2021];1
AGE5TP5021_PAU_DEC;96;[2021];1
AGE5TP5021_PAU_DISP;96;[2021];1
AGE5TP6021_PAU_DEC;96;[2021];1
AGE5TP6021_PAU_DISP;96;[2021];1
AGE5TP60IP21_PAU_DEC;96;[2021];1
AGE5TP60IP21_PAU_DISP;96;[2021];1
AGE5TP60Q221_PAU_DEC;96;[2021];1
AGE5TP60Q221_PAU_DISP;96;[2021];1
AGE6D121_DEC;96;[2021];1
AGE6D121_DISP;96;[2021];1
AGE6D221_DEC;96;[2021];1
AGE6D221_DISP;96;[2021];1
AGE6D321_DEC;96;[2021];1
AGE6D321_DISP;96;[2021];1
AGE6D421_DEC;96;[2021];1
AGE6D421_DISP;96;[2021];1
AGE6D621_DEC;96;[2021];1
AGE6D621_DISP;96;[2021];1
AGE6D721_DEC;96;[2021];1
AGE6D721_DISP;96;[2021];1
AGE6D821_DEC;96;[2021];1
AGE6D821_DISP;96;[2021];1
AGE6D921_DEC;96;[2021];1
AGE6D921_DISP;96;[2021];1
AGE6GI21_DEC;96;[2021];1
AGE6GI21_DISP;96;[2021];1
AGE6PACT21_DEC;96;[2021];1
AGE6PACT21_DISP;96;[2021];1
AGE6PAUT21;96;[2021];1
AGE6PBEN21_DEC;96;[2021];1
AGE6PBEN21_DISP;96;[2021];1
AGE6PCHO21_DEC;96;[2021];1
AGE6PCHO21_DISP;96;[2021];1
AGE6PIMPOT21;96;[2021];1
AGE6PPAT21;96;[2021];1
AGE6PPEN21_DEC;96;[2021];1
AGE6PPEN21_DISP;96;[2021];1
AGE6PPFAM21;96;[2021];1
AGE6PPLOGT21;96;[2021];1
AGE6PPMINI21;96;[2021];1
AGE6PPSOC21;96;[2021];1
AGE6PTSA21_DEC;96;[2021];1
AGE6PTSA21_DISP;96;[2021];1
AGE6Q121_DEC;96;[2021];1
AGE6Q121_DISP;96;[2021];1
AGE6Q221_DEC;96;[2021];1
AGE6Q221_DISP;96;[2021];1
AGE6Q321_DEC;96;[2021];1
AGE6Q321_DISP;96;[2021];1
AGE6S80S2021_DEC;96;[2021];1
AGE6S80S2021_DISP;96;[2021];1
AGE6TP4021_PAU_DEC;96;[2021];1
AGE6TP4021_PAU_DISP;96;[2021];1
AGE6TP5021_PAU_DEC;96;[2021];1
AGE6TP5021_PAU_DISP;96;[2021];1
AGE6TP6021_PAU_DEC;96;[2021];1
AGE6TP6021_PAU_DISP;96;[2021];1
AGE6TP60IP21_PAU_DEC;96;[2021];1
AGE6TP60IP21_PAU_DISP;96;[2021];1
AGE6TP60Q221_PAU_DEC;96;[2021];1
AGE6TP60Q221_PAU_DISP;96;[2021];1
D121_DEC;96;[2021];1
D121_DISP;96;[2021];1
D221_DEC;96;[2021];1
D221_DISP;96;[2021];1
D321_DEC;96;[2021];1
D321_DISP;96;[2021];1
D421_DEC;96;[2021];1
D421_DISP;96;[2021];1
D621_DEC;96;[2021];1
D621_DISP;96;[2021];1
D721_DEC;96;[2021];1
D721_DISP;96;[2021];1
D821_DEC;96;[2021];1
D821_DISP;96;[2021];1
D921_DEC;96;[2021];1
D921_DISP;96;[2021];1
GI21_DEC;96;[2021];1
GI21_DISP;96;[2021];1
NBMEN21_DEC;96;[2021];1
NBMEN21_DISP;96;[2021];1
NBPERS21_DEC;96;[2021];1
NBPERS21_DISP;96;[2021];1
NBUC21_DEC;96;[2021];1
NBUC21_DISP;96;[2021];1
OPR1D121_DEC;96;[2021];1
OPR1D121_DISP;96;[2021];1
OPR1D221_DEC;96;[2021];1
OPR1D221_DISP;96;[2021];1
OPR1D321_DEC;96;[2021];1
OPR1D321_DISP;96;[2021];1
OPR1D421_DEC;96;[2021];1
OPR1D421_DISP;96;[2021];1
OPR1D621_DEC;96;[2021];1
OPR1D621_DISP;96;[2021];1
OPR1D721_DEC;96;[2021];1
OPR1D721_DISP;96;[2021];1
OPR1D821_DEC;96;[2021];1
OPR1D821_DISP;96;[2021];1
OPR1D921_DEC;96;[2021];1
OPR1D921_DISP;96;[2021];1
OPR1GI21_DEC;96;[2021];1
OPR1GI21_DISP;96;[2021];1
OPR1PACT21_DEC;96;[2021];1
OPR1PACT21_DISP;96;[2021];1
OPR1PAUT21;96;[2021];1
OPR1PBEN21_DEC;96;[2021];1
OPR1PBEN21_DISP;96;[2021];1
OPR1PCHO21_DEC;96;[2021];1
OPR1PCHO21_DISP;96;[2021];1
OPR1PIMPOT21;96;[2021];1
OPR1PPAT21;96;[2021];1
OPR1PPEN21_DEC;96;[2021];1
OPR1PPEN21_DISP;96;[2021];1
OPR1PPFAM21;96;[2021];1
OPR1PPLOGT21;96;[2021];1
OPR1PPMINI21;96;[2021];1
OPR1PPSOC21;96;[2021];1
OPR1PTSA21_DEC;96;[2021];1
OPR1PTSA21_DISP;96;[2021];1
OPR1Q121_DEC;96;[2021];1
OPR1Q121_DISP;96;[2021];1
OPR1Q221_DEC;96;[2021];1
OPR1Q221_DISP;96;[2021];1
OPR1Q321_DEC;96;[2021];1
OPR1Q321_DISP;96;[2021];1
OPR1S80S2021_DEC;96;[2021];1
OPR1S80S2021_DISP;96;[2021];1
OPR1TP4021_PAU_DEC;96;[2021];1
OPR1TP4021_PAU_DISP;96;[2021];1
OPR1TP5021_PAU_DEC;96;[2021];1
OPR1TP5021_PAU_DISP;96;[2021];1
OPR1TP6021_PAU_DEC;96;[2021];1
OPR1TP6021_PAU_DISP;96;[2021];1
OPR1TP60IP21_PAU_DEC;96;[2021];1
OPR1TP60IP21_PAU_DISP;96;[2021];1
OPR1TP60Q221_PAU_DEC;96;[2021];1
OPR1TP60Q221_PAU_DISP;96;[2021];1
OPR2D121_DEC;96;[2021];1
OPR2D121_DISP;96;[2021];1
OPR2D221_DEC;96;[2021];1
OPR2D221_DISP;96;[2021];1
OPR2D321_DEC;96;[2021];1
OPR2D321_DISP;96;[2021];1
OPR2D421_DEC;96;[2021];1
OPR2D421_DISP;96;[2021];1
OPR2D621_DEC;96;[2021];1
OPR2D621_DISP;96;[2021];1
OPR2D721_DEC;96;[2021];1
OPR2D721_DISP;96;[2021];1
OPR2D821_DEC;96;[2021];1
OPR2D821_DISP;96;[2021];1
OPR2D921_DEC;96;[2021];1
OPR2D921_DISP;96;[2021];1
OPR2GI21_DEC;96;[2021];1
OPR2GI21_DISP;96;[2021];1
OPR2PACT21_DEC;96;[2021];1
OPR2PACT21_DISP;96;[2021];1
OPR2PAUT21;96;[2021];1
OPR2PBEN21_DEC;96;[2021];1
OPR2PBEN21_DISP;96;[2021];1
OPR2PCHO21_DEC;96;[2021];1
OPR2PCHO21_DISP;96;[2021];1
OPR2PIMPOT21;96;[2021];1
OPR2PPAT21;96;[2021];1
OPR2PPEN21_DEC;96;[2021];1
OPR2PPEN21_DISP;96;[2021];1
OPR2PPFAM21;96;[2021];1
OPR2PPLOGT21;96;[2021];1
OPR2PPMINI21;96;[2021];1
OPR2PPSOC21;96;[2021];1
OPR2PTSA21_DEC;96;[2021];1
OPR2PTSA21_DISP;96;[2021];1
OPR2Q121_DEC;96;[2021];1
OPR2Q121_DISP;96;[2021];1
OPR2Q221_DEC;96;[2021];1
OPR2Q221_DISP;96;[2021];1
OPR2Q321_DEC;96;[2021];1
OPR2Q321_DISP;96;[2021];1
OPR2S80S2021_DEC;96;[2021];1
OPR2S80S2021_DISP;96;[2021];1
OPR2TP4021_PAU_DEC;96;[2021];1
OPR2TP4021_PAU_DISP;96;[2021];1
OPR2TP5021_PAU_DEC;96;[2021];1
OPR2TP5021_PAU_DISP;96;[2021];1
OPR2TP6021_PAU_DEC;96;[2021];1
OPR2TP6021_PAU_DISP;96;[2021];1
OPR2TP60IP21_PAU_DEC;96;[2021];1
OPR2TP60IP21_PAU_DISP;96;[2021];1
OPR2TP60Q221_PAU_DEC;96;[2021];1
OPR2TP60Q221_PAU_DISP;96;[2021];1
OPR3D121_DEC;96;[2021];1
OPR3D121_DISP;96;[2021];1
OPR3D221_DEC;96;[2021];1
OPR3D221_DISP;96;[2021];1
OPR3D321_DEC;96;[2021];1
OPR3D321_DISP;96;[2021];1
OPR3D421_DEC;96;[2021];1
OPR3D421_DISP;96;[2021];1
OPR3D621_DEC;96;[2021];1
OPR3D621_DISP;96;[2021];1
OPR3D721_DEC;96;[2021];1
OPR3D721_DISP;96;[2021];1
OPR3D821_DEC;96;[2021];1
OPR3D821_DISP;96;[2021];1
OPR3D921_DEC;96;[2021];1
OPR3D921_DISP;96;[2021];1
OPR3GI21_DEC;96;[2021];1
OPR3GI21_DISP;96;[2021];1
OPR3PACT21_DEC;96;[2021];1
OPR3PACT21_DISP;96;[2021];1
OPR3PAUT21;96;[2021];1
OPR3PBEN21_DEC;96;[2021];1
OPR3PBEN21_DISP;96;[2021];1
OPR3PCHO21_DEC;96;[2021];1
OPR3PCHO21_DISP;96;[2021];1
OPR3PIMPOT21;96;[2021];1
OPR3PPAT21;96;[2021];1
OPR3PPEN21_DEC;96;[2021];1
OPR3PPEN21_DISP;96;[2021];1
OPR3PPFAM21;96;[2021];1
OPR3PPLOGT21;96;[2021];1
OPR3PPMINI21;96;[2021];1
OPR3PPSOC21;96;[2021];1
OPR3PTSA21_DEC;96;[2021];1
OPR3PTSA21_DISP;96;[2021];1
OPR3Q121_DEC;96;[2021];1
OPR3Q121_DISP;96;[2021];1
OPR3Q221_DEC;96;[2021];1
OPR3Q221_DISP;96;[2021];1
OPR3Q321_DEC;96;[2021];1
OPR3Q321_DISP;96;[2021];1
OPR3S80S2021_DEC;96;[2021];1
OPR3S80S2021_DISP;96;[2021];1
OPR3TP4021_PAU_DEC;96;[2021];1
OPR3TP4021_PAU_DISP;96;[2021];1
OPR3TP5021_PAU_DEC;96;[2021];1
OPR3TP5021_PAU_DISP;96;[2021];1
OPR3TP6021_PAU_DEC;96;[2021];1
OPR3TP6021_PAU_DISP;96;[2021];1
OPR3TP60IP21_PAU_DEC;96;[2021];1
OPR3TP60IP21_PAU_DISP;96;[2021];1
OPR3TP60Q221_PAU_DEC;96;[2021];1
OPR3TP60Q221_PAU_DISP;96;[2021];1
OPR4D121_DEC;96;[2021];1
OPR4D121_DISP;96;[2021];1
OPR4D221_DEC;96;[2021];1
OPR4D221_DISP;96;[2021];1
OPR4D321_DEC;96;[2021];1
OPR4D321_DISP;96;[2021];1
OPR4D421_DEC;96;[2021];1
OPR4D421_DISP;96;[2021];1
OPR4D621_DEC;96;[2021];1
OPR4D621_DISP;96;[2021];1
OPR4D721_DEC;96;[2021];1
OPR4D721_DISP;96;[2021];1
OPR4D821_DEC;96;[2021];1
OPR4D821_DISP;96;[2021];1
OPR4D921_DEC;96;[2021];1
OPR4D921_DISP;96;[2021];1
OPR4GI21_DEC;96;[2021];1
OPR4GI21_DISP;96;[2021];1
OPR4PACT21_DEC;96;[2021];1
OPR4PACT21_DISP;96;[2021];1
OPR4PAUT21;96;[2021];1
OPR4PBEN21_DEC;96;[2021];1
OPR4PBEN21_DISP;96;[2021];1
OPR4PCHO21_DEC;96;[2021];1
OPR4PCHO21_DISP;96;[2021];1
OPR4PIMPOT21;96;[2021];1
OPR4PPAT21;96;[2021];1
OPR4PPEN21_DEC;96;[2021];1
OPR4PPEN21_DISP;96;[2021];1
OPR4PPFAM21;96;[2021];1
OPR4PPLOGT21;96;[2021];1
OPR4PPMINI21;96;[2021];1
OPR4PPSOC21;96;[2021];1
OPR4PTSA21_DEC;96;[2021];1
OPR4PTSA21_DISP;96;[2021];1
OPR4Q121_DEC;96;[2021];1
OPR4Q121_DISP;96;[2021];1
OPR4Q221_DEC;96;[2021];1
OPR4Q221_DISP;96;[2021];1
OPR4Q321_DEC;96;[2021];1
OPR4Q321_DISP;96;[2021];1
OPR4S80S2021_DEC;96;[2021];1
OPR4S80S2021_DISP;96;[2021];1
OPR4TP4021_PAU_DEC;96;[2021];1
OPR4TP4021_PAU_DISP;96;[2021];1
OPR4TP5021_PAU_DEC;96;[2021];1
OPR4TP5021_PAU_DISP;96;[2021];1
OPR4TP6021_PAU_DEC;96;[2021];1
OPR4TP6021_PAU_DISP;96;[2021];1
OPR4TP60IP21_PAU_DEC;96;[2021];1
OPR4TP60IP21_PAU_DISP;96;[2021];1
OPR4TP60Q221_PAU_DEC;96;[2021];1
OPR4TP60Q221_PAU_DISP;96;[2021];1
OPR5D121_DEC;96;[2021];1
OPR5D121_DISP;96;[2021];1
OPR5D221_DEC;96;[2021];1
OPR5D221_DISP;96;[2021];1
OPR5D321_DEC;96;[2021];1
OPR5D321_DISP;96;[2021];1
OPR5D421_DEC;96;[2021];1
OPR5D421_DISP;96;[2021];1
OPR5D621_DEC;96;[2021];1
OPR5D621_DISP;96;[2021];1
OPR5D721_DEC;96;[2021];1
OPR5D721_DISP;96;[2021];1
OPR5D821_DEC;96;[2021];1
OPR5D821_DISP;96;[2021];1
OPR5D921_DEC;96;[2021];1
