dep_code;year;pct_urban;density_class;density_is_static
"85";2012;28.602455;rural;True
"85";2013;28.602455;rural;True
"85";2014;28.602455;rural;True
"85";2015;28.602455;rural;True
"85";2016;28.602455;rural;True
"85";2017;28.602455;rural;True
"85";2018;28.602455;rural;True
"85";2019;28.602455;rural;True
"85";2020;28.602455;rural;True
"85";2021;28.602455;rural;True
"86";2012;36.733951;rural;True
"86";2013;36.733951;rural;True
"86";2014;36.733951;rural;True
"86";2015;36.733951;rural;True
"86";2016;36.733951;rural;True
"86";2017;36.733951;rural;True
"86";2018;36.733951;rural;True
"86";2019;36.733951;rural;True
"86";2020;36.733951;rural;True
"86";2021;36.733951;rural;True
"87";2012;45.402436;rural;True
"87";2013;45.402436;rural;True
"87";2014;45.402436;rural;True
"87";2015;45.402436;rural;True
"87";2016;45.402436;rural;True
"87";2017;45.402436;rural;True
"87";2018;45.402436;rural;True
"87";2019;45.402436;rural;True
"87";2020;45.402436;rural;True
"87";2021;45.402436;rural;True
"88";2012;30.587979;rural;True
"88";2013;30.587979;rural;True
"88";2014;30.587979;rural;True
"88";2015;30.587979;rural;True
"88";2016;30.587979;rural;True
"88";2017;30.587979;rural;True
"88";2018;30.587979;rural;True
"88";2019;30.587979;rural;True
"88";2020;30.587979;rural;True
"88";2021;30.587979;rural;True
"89";2012;30.526368;rural;True
"89";2013;30.526368;rural;True
"89";2014;30.526368;rural;True
"89";2015;30.526368;rural;True
"89";2016;30.526368;rural;True
"89";2017;30.526368;rural;True
"89";2018;30.526368;rural;True
"89";2019;30.526368;rural;True
"89";2020;30.526368;rural;True
"89";2021;30.526368;rural;True
"90";2012;72.763176;intermediate;True
"90";2013;72.763176;intermediate;True
"90";2014;72.763176;intermediate;True
"90";2015;72.763176;intermediate;True
"90";2016;72.763176;intermediate;True
"90";2017;72.763176;intermediate;True
"90";2018;72.763176;intermediate;True
"90";2019;72.763176;intermediate;True
"90";2020;72.763176;intermediate;True
"90";2021;72.763176;intermediate;True
"91";2012;93.668837;urban;True
"91";2013;93.668837;urban;True
"91";2014;93.668837;urban;True
"91";2015;93.668837;urban;True
"91";2016;93.668837;urban;True
"91";2017;93.668837;urban;True
"91";2018;93.668837;urban;True
"91";2019;93.668837;urban;True
"91";2020;93.668837;urban;True
"91";2021;93.668837;urban;True
"92";2012;100.0;urban;True
"92";2013;100.0;urban;True
"92";2014;100.0;urban;True
"92";2015;100.0;urban;True
"92";2016;100.0;urban;True
"92";2017;100.0;urban;True
"92";2018;100.0;urban;True
"92";2019;100.0;urban;True
"92";2020;100.0;urban;True
"92";2021;100.0;urban;True
"93";2012;99.995462;urban;True
"93";2013;99.995462;urban;True
"93";2014;99.995462;urban;True
"93";2015;99.995462;urban;True
"93";2016;99.995462;urban;True
"93";2017;99.995462;urban;True
"93";2018;99.995462;urban;True
"93";2019;99.995462;urban;True
"93";2020;99.995462;urban;True
"93";2021;99.995462;urban;True
"94";2012;99.942634;urban;True
"94";2013;99.942634;urban;True
"94";2014;99.942634;urban;True
"94";2015;99.942634;urban;True
"94";2016;99.942634;urban;True
"94";2017;99.942634;urban;True
"94";2018;99.942634;urban;True
"94";2019;99.942634;urban;True
"94";2020;99.942634;urban;True
"94";2021;99.942634;urban;True
"95";2012;94.993809;urban;True
"95";2013;94.993809;urban;True
"95";2014;94.993809;urban;True
"95";2015;94.993809;urban;True
"95";2016;94.993809;urban;True
"95";2017;94.993809;urban;True
"95";2018;94.993809;urban;True
"95";2019;94.993809;urban;True
"95";2020;94.993809;urban;True
"95";2021;94.993809;urban;True
"2A";2012;54.453412;intermediate;True
"2A";2013;54.453412;intermediate;True
"2A";2014;54.453412;intermediate;True
"2A";2015;54.453412;intermediate;True
"2A";2016;54.453412;intermediate;True
"2A";2017;54.453412;intermediate;True
"2A";2018;54.453412;intermediate;True
"2A";2019;54.453412;intermediate;True
"2A";2020;54.453412;intermediate;True
"2A";2021;54.453412;intermediate;True
"2B";2012;46.114066;rural;True
"2B";2013;46.114066;rural;True
"2B";2014;46.114066;rural;True
"2B";2015;46.114066;rural;True
"2B";2016;46.114066;rural;True
"2B";2017;46.114066;rural;True
"2B";2018;46.114066;rural;True
"2B";2019;46.114066;rural;True
"2B";2020;46.114066;rural;True
"2B";2021;46.114066;rural;True
